Date,Time,Open,High,Low,Close,Volume
2025.01.02,13:30,2641.69,2642.00,2640.14,2640.75,625
2025.01.02,13:35,2640.71,2641.66,2640.35,2641.60,581
2025.01.02,13:40,2641.79,2642.65,2640.82,2641.95,730
2025.01.02,13:45,2641.99,2642.46,2641.00,2641.95,662
2025.01.02,13:50,2642.03,2642.06,2641.13,2641.77,610
2025.01.02,13:55,2641.81,2642.24,2641.60,2641.87,619
2025.01.02,14:00,2641.93,2642.78,2640.89,2641.12,838
2025.01.02,14:05,2641.11,2641.26,2640.30,2640.61,705
2025.01.02,14:10,2640.57,2641.38,2640.24,2640.87,680
2025.01.02,14:15,2640.78,2641.55,2640.41,2641.24,696
2025.01.02,14:20,2641.32,2642.01,2640.92,2641.99,632
2025.01.02,14:25,2642.25,2643.14,2641.52,2642.69,764
2025.01.02,14:30,2642.69,2645.12,2642.08,2643.79,1047
2025.01.02,14:35,2643.81,2645.08,2643.31,2644.27,744
2025.01.02,14:40,2644.26,2644.36,2643.00,2644.11,814
2025.01.02,14:45,2644.20,2646.38,2644.08,2645.62,1031
2025.01.02,14:50,2645.62,2645.62,2644.20,2645.21,866
2025.01.02,14:55,2645.17,2645.17,2642.73,2643.25,1035
2025.01.02,15:00,2643.22,2643.22,2640.64,2641.72,1827
2025.01.02,15:05,2641.69,2643.21,2641.31,2641.79,1458
2025.01.02,15:10,2641.79,2642.39,2638.25,2638.49,1704
2025.01.02,15:15,2638.49,2639.24,2636.49,2637.54,1447
2025.01.02,15:20,2637.53,2639.24,2635.90,2637.56,1597
