2025.02.21,12:00,2928.411,2935.270,2927.523,2930.146,7423
2025.02.21,13:00,2930.104,2934.574,2926.943,2930.946,11553
2025.02.21,14:00,2930.920,2939.091,2928.214,2933.746,16122
2025.02.21,15:00,2933.724,2935.720,2921.588,2928.670,16997
2025.02.21,16:00,2928.694,2938.521,2927.303,2936.725,9751
2025.02.21,17:00,2936.718,2941.665,2936.088,2939.730,7316
2025.02.21,18:00,2939.691,2942.804,2937.776,2941.838,8441
2025.02.21,19:00,2941.863,2942.615,2932.923,2933.398,7361
2025.02.21,20:00,2933.374,2937.170,2932.408,2934.880,7572
2025.02.21,21:00,2934.899,2938.227,2932.105,2936.453,4019
2025.02.23,23:05,2939.411,2940.547,2936.498,2936.867,6065
2025.02.24,00:00,2936.863,2938.049,2929.600,2930.220,6465
2025.02.24,01:00,2930.244,2931.449,2921.332,2927.975,18575
2025.02.24,02:00,2927.950,2940.987,2925.076,2940.877,11277
2025.02.24,03:00,2940.829,2944.812,2939.736,2941.113,14844
2025.02.24,04:00,2941.133,2943.012,2937.781,2940.743,8211
2025.02.24,05:00,2940.776,2942.081,2935.591,2936.358,8147
2025.02.24,06:00,2936.320,2941.980,2935.245,2938.673,7069
2025.02.24,07:00,2938.648,2944.985,2938.209,2943.809,6227
2025.02.24,08:00,2943.850,2948.737,2938.210,2946.396,8502
2025.02.24,09:00,2946.343,2948.259,2942.880,2944.275,7105
2025.02.24,10:00,2944.311,2944.737,2934.932,2938.292,6213
2025.02.24,11:00,2938.390,2948.206,2937.676,2947.744,7384
2025.02.24,12:00,2947.709,2951.141,2945.447,2946.474,7078
2025.02.24,13:00,2946.424,2954.589,2946.260,2954.396,11184
2025.02.24,14:00,2954.395,2956.181,2934.596,2938.722,19544
2025.02.24,15:00,2938.691,2940.499,2930.634,2936.524,18095
2025.02.24,16:00,2936.500,2943.666,2936.450,2943.383,10923
2025.02.24,17:00,2943.451,2944.820,2940.990,2943.343,8021
2025.02.24,18:00,2943.368,2947.984,2942.795,2947.358,6085
2025.02.24,19:00,2947.394,2949.910,2946.861,2949.154,5326
2025.02.24,20:00,2949.214,2951.573,2947.038,2950.601,5465
2025.02.24,21:00,2950.641,2953.187,2950.291,2952.656,3046
2025.02.24,23:01,2953.064,2953.943,2948.284,2949.957,5189
2025.02.25,00:00,2949.993,2952.552,2948.269,2949.689,3977
2025.02.25,01:00,2949.723,2952.496,2945.239,2949.563,9594
2025.02.25,02:00,2949.526,2952.351,2947.106,2948.606,7352
2025.02.25,03:00,2948.561,2949.519,2937.535,2939.513,8896
2025.02.25,04:00,2939.492,2939.880,2935.012,2936.877,6421
2025.02.25,05:00,2936.841,2940.964,2936.566,2937.976,6390
2025.02.25,06:00,2937.913,2938.475,2933.489,2935.866,6218
2025.02.25,07:00,2935.926,2940.395,2930.543,2931.736,9613
2025.02.25,08:00,2931.762,2942.456,2929.553,2941.620,9460
2025.02.25,09:00,2941.572,2942.436,2937.456,2938.902,6512
2025.02.25,10:00,2939.002,2941.547,2937.393,2937.565,6547
2025.02.25,11:00,2937.604,2940.545,2937.123,2938.626,5964
2025.02.25,12:00,2938.682,2941.301,2924.057,2928.574,15211
2025.02.25,13:00,2928.616,2937.976,2926.166,2937.418,18061
2025.02.25,14:00,2937.383,2944.949,2932.089,2932.953,15744
